Date;sentiment;text_clean
2024-01-24 21:53;Negative;Viral Kaesang Cium Tangan Istri Anies saat Bertemu di Bandara
2024-01-24 21:42;Positive;Anies Cerita soal Singkatan AMIN: Konsultan Komunikasinya Allah
2024-01-24 21:32;Negative;Bahlil Respons Cak Imin soal Hilirisasi Ugal-ugalan: Jangan Jadi Antek Asing!
2024-01-24 19:04;Positive;Janjikan 5 Juta Suara, Gema Pelaut Deklarasi Dukung Anies-Muhaimin
2024-01-24 18:08;Positive;Anies Dijadwalkan Dua Kali Kampanye di Benteng Kuto Besak Palembang
2024-01-24 16:15;Positive;"Gerakan Maritim Pejuang Laut Anies Muhaimin (Gema Pelaut AMIN) mendeklarasikan diri untuk memenangkan pasangan calon presiden (Capres) Anies Baswedan Muhaimin Iskandar atau Cak Imin. Mereka menargetkan 5 juta suara dari kelompok maritim untuk AMIN di pemilihan presiden pada 14 Februari.

Deklarasi itu dilakukan di Rumah Pemenangan Timnas AMIN, Jalan Pangeran Diponegoro no 10, Jakarta Pusat. Dalam deklarasi itu turut adir Dewan Pakar Timnas AMIN Supomo.

Koordinator Forum Perjuangan Anies-Muhaimin (Forju AMIN) Pusat, Winston Herlanjaya, menyebut Gema Pelaut AMIN terdiri dari kelompok nelayan, petani garam, pembudidaya lobster, pengusaha galangan kapal, dan asosiasi lain di bidang maritim. Winston mengatakan pihaknya menargetkan lima juta suara untuk Anies dan Cak Imin dari kelompok maritim usai deklarasi dukungan dari Gema Pelaut AMIN.

""Gema Pelaut AMIN ini bisa support suara. Saya bisa berkata, rata-rata bisa support lima juta suara. Kalau dapat suara 90 persen sudah luar biasa. Harapan kita 14 Februari, suara AMIN itu insyaallah satu putaran,"" kata Winston saat acara deklarasi, Rabu (24/1/2024).

Sementara itu, Ketua Gema Pelaut AMIN Rusdianto Samawa menyampaikan dukungan diberikan usai membaca visi dan misi dari pasangan AMIN. Dia menyebut sepakat dengan program agromaritim dari AMIN.

""Semua masyarakat pesisir membaca 12 misi itu, mulai dari solar mudah dan cepat, pembangunan sentra mini bahan bakar, kemudian pemberdayaan dari masyarakat pesisir, pembentukan koperasi melalui kebijakan yang melibatkan asosiasi. Terutama istri rumah tangga nelayan itu diperhatikan yang selama ini tidak diperhatikan oleh pemerintah, dan banyak hal,"" kata Rusdianto saat acara.

Dia pun kembali menegaskan bahwa Gema Pelaut AMIN akan memberikan lima juta suara dan satu juta saksi untuk mengawal suara di TPS.

""Kita bergabung ini bukan kosong, ini adalah gerbong yang sangat besar dan kami berjanji dalam deklarasi ini kami akan sumbangkan satu juta saksi di semua TPS dan gerakan 5 juta suara pemilih AMIN,"" katanya.

Timnas AMIN yang diwakili Dewan Pakar, Supomo, menerima dengan senang dukungan dari Gema Pelaut AMIN. Dia mengatakan dukungan ini bisa menambah perolehan suara Anies dan Cak Imin.

""Ini bukan gerbong yang bapak bawa, tapi kapal induk yang bapak bawa dengan lima juta pemilih, dan satu juta saksi itu luar biasa. Ini potensi perubahan yang tak pernah kita bayangkan. Kami membuka pintu seluas-luasnya untuk kita sambut. Mari bergabung. Kalau tidak, menyesal. 20 hari lagi Indonesia berubah, amin. Yang ubah kita sendiri, perubahan tak bisa dicegah,"" katanya."
2024-01-24 15:28;Negative;"Menteri Investasi/Kepala Badan Koordinasi Penanaman Modal (BKPM) Bahlil Lahadalia menanggapi pernyataan Cawapres Nomor Urut 01 Muhaimin Iskandar (Cak Imin) yang menyebut program hilirisasi ugal-ugalan. Bahlil menyebut justru Cak Imin lah yang ugal-ugalan dan meminta untuk tidak berhalusinasi.

""Itu yang bilang ugal-ugalan itu yang bersangkutan kali yang ugal-ugalan. Jadi jangan halusinasi lah,"" katanya saat ditemui di gedung Kementerian Investasi/BKPM Jakarta, Rabu (24/1/2024),

Bahlil menyebut naik turunnya harga nikel adalah bagian dari mekanisme pasar. Yang terpenting Indonesia tetap untung dari nilai tambah yang diberikan.

""Mau harga nikel naik, mau turun, itu bagian dari pada sistem mekanisme pasar. Yang penting adalah negara kita untung, nilai tambah kita untung,"" sebutnya.

Ia lantas meminta untuk jangan menjadi antek-antek asing. Sebab menurutnya program hilirisasi Indonesia tidak disukai oleh pihak-pihak asing.

""Jadi jangan jadi antek-antek asing lah. Itu cara-cara yang menghambat hilirisasi kita itu menurut saya nggak pas.

Sebelumnya dalam acara CNBC Indonesia Your Money Your Vote, pria bernama lengkap Thomas Trikasih Lembong itu menjelaskan, pihaknya sendiri tak anti dengan hilirisasi. Bahkan, kata dia, hilirisasi masuk dalam program visi-misi Anies Baswedan dan Muhaimin Iskandar atau Cak Imin.

""Kita sama sekali tidak anti hilirisasi, jadi hilirisasi itu ada dalam visi misi Anies-Muhaimin juga. Yang kita anti adalah hilirisasi yang disebut Pak Muhaimin, ugal ugalan. Berujung pada konyol,"" jelasnya.

Menurutnya, jika hilirisasi dilakukan secara berlebihan atau ugal-ugalan, maka bisa merugikan Indonesia, karena bisa membuat harga nikel jadi anjlok. Hilirisasi bisa jadi senjata makan tuan."
2024-01-24 14:29;Negative;Jokowi Sebut Presiden Boleh Memihak, Begini Respons Anies
2024-01-24 14:29;Positive;Momen Anies Tukar Nasib dengan Tukang Becak Usai Sowan Sultan Jogja
2024-01-24 09:54;Positive;Sejumlah Komika Datangi Kediaman Cak Imin, Deklarasi Dukung AMIN di Pilpres
2024-01-24 09:51;Positive;Desak Anies Akhirnya Digelar di Godean, Ribuan Orang Padati Lokasi
2024-01-24 07:00;Negative;Kata Cak Imin soal Laporan BPK Proyek Kemnakertrans 2012 Rugi Rp 17,6 M
2024-01-24 06:04;Negative;Respons Anies hingga Penjelasan TNI soal Izin Tempat Desak Anies Dicabut
2024-01-24 05:07;Positive;Anies Baswedan Akan Bertemu Sultan Hamengku Buwono X Besok
2024-01-23 23:55;Positive;Anies Kunjungi Kantor PW Muhammadiyah DIY, Ini yang Dibahas
2024-01-23 23:30;Positive;Anies Baswedan Dijadwalkan Kampanye Akbar di Palembang
2024-01-23 22:00;Positive;Cak Imin Klaim Banyak Tokoh DPP PPP Dukung AMIN
2024-01-23 19:05;Positive;Janji Anies buat Jogja, dari Pusat Sinema hingga Kebebasan Bicara
2024-01-23 14:21;Negative;Viral Narasi Surya Paloh Marahi Anies Baswedan, Ini Faktanya
2024-01-23 14:08;Positive;NasDem Pastikan Rekaman Surya Paloh Marahi Anies Hoaks, Ini Isinya
2024-01-23 14:00;Negative;Surya Paloh Ungkap Alasan Tak Pernah Dampingi Anies Saat Kampanye
2024-01-23 13:51;Negative;Kata Anies Soal Izin Acara Desak Anies di Yogya Dicabut
2024-01-23 11:31;Positive;Janji Cak Imin Bakal Perhatikan Kebutuhan Penyandang Disabilitas
2024-01-23 08:51;Positive;Momen Anies Bacakan Pantun Asam Sulfat yang Disambut Tawa Pendukung
2024-01-23 03:14;Positive;Dikunjungi Fery dan Mutiara Baswedan, Waldjinah Titip Kain Batik untuk Anies
2024-01-23 01:00;Positive;Cak Imin Sesalkan Izin Desak Anies di Yogya Dicabut: Ini Negara Demokrasi
2024-01-22 23:10;Negative;Reaksi Cak Imin soal Izin Desak Anies di Yogyakarta Dicabut
2024-01-22 20:58;Positive;Sudirman Said: Banyak yang Prediksi RI Akan Dipimpin Orang Seperti Anies
2024-01-22 20:29;Negative;Cak Imin Klaim Ada Pemaksaan Pilihan
2024-01-22 19:34;Positive;Anies Kampanye di GOR Parung, TPD Kabupaten Bogor Targetkan Menang 80%
2024-01-22 17:12;Positive;Anies Peragakan Cara Coblos AMIN di Cikarang, Target Menang 80% di Jabar
2024-01-22 16:08;Positive;Anies Kampanye di Cikarang, Disambut Kerumunan Pendukung
2024-01-22 09:42;Positive;Anies Kampanye di Cikarang, Disambut Kerumunan Pendukung
2024-01-22 09:14;Positive;Anies soal Gaya Gibran di Debat: Kalau Substansi Kuat, Tak Perlu Atraksi
2024-01-22 09:06;Positive;Klaim Anies Tak Ada Orang Bayaran Saat Kampanye Akbar
2024-01-22 02:47;Negative;Adu Sindiran Cak Imin dan Gibran: Mulai Catatan MK hingga Botol Plastik
2024-01-22 02:46;Positive;Cak Imin: Tantangan Zaman Now, Butuh Solusi Zaman Now, Berarti CakimiNOW
2024-01-22 01:06;Positive;Anies Kampanye di Banten: AMIN Bukan Cuma Menang, Tapi Harus Menang Besar!
2024-01-22 00:46;Negative;Respons Gibran, Cak Imin Sindir Pemerintahan Jokowi Tak Serius Garap EBT
2024-01-21 23:47;Positive;Cak Imin: Tantangan Zaman Now, Butuh Solusi Zaman Now, Berarti CakimiNOW
2024-01-21 18:37;Positive;Jazilul soal Lawan Debat Cak Imin: Tak Ada yang Berat
2024-01-21 14:35;Positive;Intip Persiapan Cak Imin, Gibran hingga Mahfud Md Jelang Debat Cawapres
2024-01-21 14:30;Positive;Kampanye di Tangerang, Anies: Yang Datang Bukan Orang-orang Bayaran
2024-01-21 14:08;Negative;Cak Imin Kampanye di Bali 26 Januari, Disarankan Tak Pakai Atribut Partai
2024-01-21 10:15;Positive;Anies Awali Kampanye Akbar di Tangerang, Disambut Antusias Warga
2024-01-21 09:35;Positive;Timnas AMIN: Cak Imin Sudah Dalami Tema Debat Cawapres Bersama Pakar
2024-01-21 07:05;Negative;Alasan Tak Sesuai Kesepakatan di Balik Videotron Anies Diturunkan
2024-01-21 06:44;Positive;Rhoma Irama Berencana Bikin Lagu untuk AMIN Usai Ditemui Anies
2024-01-21 06:21;Negative;Tim Anies Nilai Penjelasan Bawaslu Soal Masalah Videotron Mengada-ada
2024-01-21 03:37;Positive;Timnas AMIN Ungkap Pesan di Balik Anies Selfie Berlatar Welcome to Batam
2024-01-21 00:03;Positive;Anies Bertemu Organisasi Film Indonesia, Bahas Upaya Minimalis Pembajakan
2024-01-20 23:34;Positive;Anies Bertemu Organisasi Film Indonesia, Bahas Upaya Minimalis Pembajakan
2024-01-20 21:03;Positive;Seusai Ditemui Anies, Rhoma Irama Berencana Bikin Lagu untuk AMIN
2024-01-20 21:03;Positive;Seusai Ditemui Anies, Rhoma Irama Berencana Bikin Lagu untuk AMIN
2024-01-20 20:44;Positive;Survei LSI Terbaru: Prabowo Unggul, Anies Naik, Ganjar Turun
2024-01-20 20:40;Positive;Kocak! Saat Netizen Suruh Cak Imin Belajar Sebelum Debat Cawapres Lewat Anies
2024-01-20 20:08;Negative;Simulasi 2 Putaran LSI: Prabowo Menang Lawan Ganjar Maupun Anies
2024-01-20 18:23;Negative;Survei LSI: Prabowo-Gibran 47%, AMIN 23,2%, Ganjar-Mahfud 21,75%
2024-01-20 03:26;Negative;Survei Indikator Sulsel: Prabowo-Gibran 53,5%, AMIN 33%, Ganjar-Mahfud 4,5%
2024-01-20 02:24;Positive;Jenggala Center Deklarasi Dukung Anies-Cak Imin di Pilpres 2024
2024-01-20 01:49;Negative;Ratusan Baliho Anies Dirusak di Medan, Pelaku Terekam CCTV
2024-01-20 01:39;Positive;"Kampanye di Batam, Anies Sebut Bakal Tingkatkan Program Bansos Jadi Bansos Plus
Anies Baswedan akan melanjutkan program bantuan sosial untuk masyarakat Indonesia. Anies menyebut akan meningkatkannya menjadi Bansos Plus."
2024-01-20 01:29;Negative;Diteriaki Nama Capres Lain, Anies: Saya Salami yang Punya Pilihan Beda
2024-01-20 00:54;Positive;Cak Imin Sebut AMIN Dapat Dukungan Kiai Thoifur dan Keluarga
2024-01-19 22:05;Negative;Tempat Kampanye di Daerah Kerap Pindah, Anies: Ada yang Tak Inginkan Perubahan
2024-01-19 21:10;Negative;Begini Kata Anies Baswedan soal Konflik Rempang Eco City
2024-01-19 17:13;Positive;Anies Baswedan Bakal Kampanye Akbar di Sumut 1 Februari 2024
2024-01-19 15:05;Positive;Tiba di Batam, Anies Sempatkan Berfoto di Monumen Welcome To Batam
2024-01-19 12:55;Negative;Kampanye di Batam, Anies Pakai Kaus Batam 40+ Kota Maju Diteriaki Presiden
2024-01-19 10:05;Positive;Lokasi Kampanye Anies di Batam Besok Berubah, Ini Daftar Terbarunya
2024-01-19 02:16;Positive;Jelang Debat Cawapres Kedua, Cak Imin: Insyaallah, Bismillah!
2024-01-19 02:16;Positive;Dapat Dukungan Abu Bakar Baasyir, Begini Kata Cak Imin
2024-01-18 20:00;Negative;Respons Anies Usai Gus Ipul Minta Tak Pilih Paslon Dukungan Baasyir
2024-01-18 18:38;Positive;Apresiasi Anies ke Kapolri Usai Pria Ancam Tembak Dirinya Diamankan
2024-01-18 17:51;Positive;Alumni Trisakti Deklarasi Dukung Anies-Cak Imin di Pilpres 2024
2024-01-18 17:18;Negative;Anies 2 Kali Batal Kampanye di Bali, Pilih Daerah dengan Pemilih Banyak
2024-01-18 13:47;Negative;Fakta-fakta Terbaru soal Motif Arjun Ancam Tembak Anies Baswedan
2024-01-18 13:41;Negative;Timnas AMIN Ungkap Dugaan Intimidasi Kampanye Anies di Bone, Spanduk Dicopot
2024-01-18 12:18;Negative;Fakta-fakta Terbaru soal Motif Arjun Ancam Tembak Anies Baswedan
2024-01-18 11:48;Negative;Cak Imin Balas Gus Ipul Soal Ajakan Tak Pilih Paslon yang Didukung Baasyir
2024-01-18 11:21;Negative;Sebut Pernyataan Gus Ipul Mengada-ada, Cak Imin: Keberpihakan Itu Memalukan!
2024-01-18 09:45;Negative;Pria di Jatim dan Kaltim Ancam Tembak Anies Baswedan, Ini Motifnya Keduanya
2024-01-18 08:44;Negative;Terungkap Motif Pemuda Ancam Tembak Anies Baswedan
2024-01-18 01:29;Positive;Anies Baswedan Kaji Pemekaran Bone Selatan di Sulsel, Tekankan Pelayanan
2024-01-17 22:45;Negative;Anies Soal Dugaan Intimidasi di Bone: Lebih Berat Beban Keluarga di Indonesia
2024-01-17 18:24;Positive;Anies Bakal Kampanye di Batam, Ini Agendanya
2024-01-17 17:53;Negative;Anies soal Pria Ancam Tembak Dirinya Diamankan: Kebebasan Bicara Terjaga
2024-01-17 15:28;Negative;Tim AMIN Sebut Ada 30 Pelanggaran Pemilu di Seluruh Indonesia
2024-01-17 11:41;Negative;JK Tak Beri Masukan Cak Imin Jelang Debat: Bekas Menteri Masa Diajarin Lagi
2024-01-17 10:32;Positive;Anies: Cak Imin Tak Perlu Dimentori, Sudah Siap Debat
2024-01-17 08:33;Positive;Jawaban Anies Baswedan Diminta Emak-emak di Sorong Lanjutkan Program Jokowi
2024-01-16 21:56;Negative;Viral Videotron Kampanyenya Disebut Diturunkan, Anies Bilang Begini
2024-01-16 20:28;Positive;Nusron Wahid Jawab Cak Imin: Umat Mengakui Khofifah NU Tulen
2024-01-16 19:43;Negative;Kata Pemprov DKI Soal Videotron Anies Diturunkan Mendadak
2024-01-16 19:30;Positive;Anies Nginap di Rumah JK Malam Ini Sebelum Kampanye Bareng di Sulsel
2024-01-16 18:05;Negative;Fahri Hamzah Sindir Partai Pengusung Anies-Muhaimin Sudah Lempar Handuk
2024-01-16 16:57;Positive;"Tim AMIN Terima Dukungan Relawan Rambun: Perubahan Tak Bisa Dibendung
Rambun Grilya Sergap deklarasikan dukungannya terhadap Anies Baswedan-Muhaimin atau Cak Imin. Timnas AMIN menerima dukungan tersebut."
2024-01-16 16:09;Negative;Gus Yahya Sentil yang Ragukan ke-NU-an Khofifah: Celaka Itu
2024-01-16 15:46;Positive;Khofifah: Dilabur 7 Kali Air Bunga Saya Tetap Ketum Muslimat NU!
2024-01-16 13:11;Negative;Turun Tangan Polisi Tangkap Pria Ancam Tembak Anies di Kaltim
2024-01-16 11:30;Negative;Sentilan Khofifah ke Cak Imin soal NU Pilih AMIN
2024-01-16 07:09;Positive;Anies Kampanye di Sorong Besok, Kunjungi Jembatan Puri-Kompleks Rufei
2024-01-16 07:09;Positive;Anies Kampanye di Sorong Besok, Kunjungi Jembatan Puri-Kompleks Rufei
2024-01-16 04:09;Negative;Pengancam Tembak Anies di Kaltim Serahkan Diri ke Polisi
2024-01-16 00:41;Positive;Alasan Abu Bakar Baasyir Dukung Anies-Cak Imin di Pilpres 2024
2024-01-15 15:35;Positive;Cak Imin Jelaskan Soal Wisata Halal Jika AMIN Menang
2024-01-15 14:12;Positive;Pernyataan Lengkap Abu Bakar Baasyir Dukung Anies Baswedan di Pilpres
2024-01-15 11:54;Positive;Beredar Rekaman Abu Bakar Baasyir Dukung Anies-Muhaimin di Pilpres 2024
2024-01-15 09:09;Negative;Cak Imin Kritik Food Estate: Babat Hutan, tapi Perencanaanya Tak Matang
2024-01-15 05:35;Positive;Anies Minta Pria yang Ancam Tembak Dirinya Agar Dibina
2024-01-15 05:25;Positive;Cak Imin Janji Tak Ada Wisata Haram Jika AMIN Menang
2024-01-14 23:18;Positive;Cak Imin Jelaskan Maksud Wisata Halal dan Haram Bukan Mau Diseragamkan
2024-01-14 22:46;Negative;Arjun Pengancam Tembak Anies Ditangkap, Keluarga Ungkap Momennya
2024-01-14 22:02;Negative;Timnas AMIN Dorong Kasus Pria Ancam Tembak Anies Diselesaikan Lewat RJ
2024-01-14 18:56;Positive;Cak Imin soal Koalisi Kubu Anies dan Ganjar: Komunikasi Itu Biasa
2024-01-14 15:48;Positive;Aksi Relawan AMIN di Ternate
2024-01-14 15:26;Positive;Janji Cak Imin JIka AMIN Menang: Tak Ada Lagi Wisata Haram
2024-01-14 14:20;Negative;Pria Pengancam Tembak Anies Ditangkap, Keluarga Kaget
2024-01-14 14:18;Positive;Cak Imin Janji Alokasikan Rp 150 Triliun untuk Anak Muda Jika Terpilih
2024-01-14 13:48;Positive;Cak Imin: AMIN Menang, RI Akan Jadi Destinasi Wisata Halal Terbesar Dunia
2024-01-14 09:31;Negative;Kampanye di Jatim, Cak Imin Bakal Hadiri Slepet Imin di Probolinggo
2024-01-14 09:01;Negative;Ancaman Tembak Anies Baswedan di TikTok Berujung Pelaku Diamankan
2024-01-14 07:58;Positive;Ketua PBNU soal Said Aqil Dukung AMIN: Sikap Pribadi, PBNU Tetap Netral
2024-01-13 23:29;Negative;Respons Santai Timnas AMIN Usai Relawan Anies Pindah Haluan Dukung Prabowo
2024-01-13 23:12;Positive;"Kapten Timnas AMIN Terima Dukungan Alumni UGM Relagama: Pejuang Perubahan
"
2024-01-13 21:56;Positive;Tegaskan Dukung AMIN, Said Aqil: Ketahuilah Bahwa Saya Ada di Pihak 01
2024-01-13 21:03;Negative;Anies Cerita Lagi Kendala Jual Saham Bir Milik Pemprov DKI Saat Jadi Gubernur
2024-01-13 15:08;Negative;Tampang Pria Ancam Tembak Anies Baswedan yang Ditangkap Polisi
2024-01-13 14:23;Negative;Polisi Tangkap Pria yang Ancam Tembak Anies Baswedan!
2024-01-13 07:15;Negative;Muncul Ancaman Penembakan Anies di Medsos, Tim AMIN Buka Suara
2024-01-13 06:48;Positive;Respons Cak Imin Kala Ganjar Ziarah ke Kiai Bisri di Jombang: Alhamdulillah
2024-01-13 03:45;Positive;Cak Imin Tak Masalah Suara NU Pecah: Saya Sama Bu Khofifah Beda Biasa Aja
2024-01-13 03:00;Negative;Relawan Anies dan Ganjar Kompak Pindah Dukungan ke Prabowo-Gibran
2024-01-12 20:51;Negative;Anies Soal Ancaman Penembakan di Medsos: Biar Penegak Hukum Menindaklanjuti
2024-01-12 17:20;Negative;Polri Dalami Akun Media Sosial yang Ancam Tembak Anies Baswedan
2024-01-12 12:52;Positive;Sambut Kedatangan Anies di Tapteng, Edy Targetkan Kemenangan 75% di Sumut
2024-01-12 11:05;Negative;Blak-blakan Cak Imin soal Cagub Jatim Pilihan PKB
2024-01-12 08:31;Negative;Heboh Anies Dapat Ancaman Penembakan, Ganjar: Ya Laporke Polisi
2024-01-12 05:33;Positive;Respons Cak Imin Usai Ganjar Singgung Perubahan di HUT PDIP: Itu Baru Top
2024-01-12 02:49;Positive;Anies ke Tapteng Besok, Jubir AMIN Jamin Puluhan Ribu Massa Hadir
2024-01-12 01:06;Positive;Respons Cak Imin soal Viral Ceramah Gus Ali Sebut Dirinya Mbulet
2024-01-11 23:57;Negative;Capres nomor urut 1, Anies Baswedan mendapat ancaman penembakan di media sosial (medsos).
2024-01-11 23:34;Positive;TPD Klaim Sulsel Tak Dikuasai Anies Tapi Masyarakat Mau Coblos AMIN
2024-01-11 22:42;Positive;Anies Puji Megawati Tolak Presiden 3 Periode Meski Bakal Untungkan PDIP
2024-01-11 08:52;Positive;Saat Ucapan Prabowo Direspons Matur Nuwun oleh Anies Baswedan
2024-01-11 08:01;Positive;Saat Ucapan Prabowo Direspons Matur Nuwun oleh Anies Baswedan
2024-01-11 01:36;Positive;Tim AMIN Sebut Anies Singgung Lahan Prabowo Merujuk Jokowi, Ini Kata TKN
2024-01-11 00:14;Negative;Kata Cak Imin Soal Gus Kikin Jadi Pj Ketua PWNU Jatim: Terserah PBNU!
2024-01-11 00:14;Positive;Ucap Selamat Ultah untuk PDIP, Cak Imin Buka Peluang Koalisi Putaran Kedua
2024-01-10 21:22;Positive;Anies-Puan Salaman Usai Debat, Kata Cak Imin soal Peluang Koalisi Putaran 2
2024-01-10 20:38;Negative;Khofifah Resmi Dukung Prabowo-Gibran, Begini Respons Cak Imin
2024-01-10 18:56;Negative;Anies Respons Ucapan Prabowo Dia Pintar atau Goblok Sih
2024-01-10 18:02;Positive;Anies Baswedan Ucapkan Selamat HUT PDIP Lewat Unggahan IG
2024-01-10 17:17;Positive;Cak Imin Tepis Koalisi dengan PDIP di Putaran 2: AMIN Menang Satu Putaran
2024-01-10 16:07;Negative;Cak Imin soal Lahan Prabowo: Adu Gagasan, Tidak Usah Adu Emosi
2024-01-10 15:51;Negative;Reaksi Anies Usai Disinggung Prabowo soal Komentar Lahan
2024-01-10 14:46;Positive;Anies Salaman-Ngobrol dengan Puan Usai Debat, Ini Kata Ganjar
2024-01-10 10:59;Positive;Said Aqil: Saya Simpati ke Anies-Muhaimin, Ingin Tahu Perjuangannya
2024-01-10 00:20;Negative;"Jokowi Singgung Serangan Personal di Debat Capres, Anies Beri Balasan Menohok
Jokowi menilai isi debat ketiga Pilpres 2024 sebagian menyerang personal sehingga tak mengedukasi. Anies Baswedan membalas komentar Jokowi itu."
2024-01-09 22:54;Positive;Sempat Salaman dengan Puan Usai Debat, Anies Bilang Begini
2024-01-09 22:03;Negative;Anies Dilaporkan ke Bawaslu soal Lahan Prabowo, Tim AMIN: Itu Merujuk Jokowi
2024-01-09 21:25;Positive;Timnas AMIN Jelang Debat Cawapres: Yakin Sebenarnya Cak Imin Luar Biasa
2024-01-09 15:03;Negative;Cak Imin Respons Jokowi soal Serangan Personal: Itu Persepsi Presiden
2024-01-09 10:45;Positive;Anies Buka Suara soal Salaman dan Obrolan dengan Puan Usai Debat
2024-01-09 10:01;Negative;Timnas AMIN ke TKN: Bagian Mana Anies Serang Personal?
2024-01-09 09:36;Positive;Respons Cak Imin soal Aksi Grace dan Isyana Hampiri Moderator Saat Debat
2024-01-09 06:55;Negative;Anies Dilaporkan ke Bawaslu Atas Dugaan Fitnah 340 Hektare Lahan Prabowo
2024-01-09 06:55;Negative;Anies Dilaporkan ke Bawaslu Atas Dugaan Fitnah 340 Hektare Lahan Prabowo
2024-01-09 00:46;Positive;Prabowo Ajak Buka-bukaan, Cak Imin: Kalau Perlu di Publik, Lebih Transparan
2024-01-09 00:16;Negative;Anies Baswedan Tegaskan Singgung Soal Etik ke Prabowo Bukan Obrolan Pribadi
2024-01-08 17:58;Positive;Anies Bakal Kampanye di Bali 18 Januari 2024, Kunjungi 2 Tokoh Denpasar
2024-01-08 16:30;Negative;Andre Rosiade: Anies Tak Beretika dan Berani Bohong Demi Kekuasaan
2024-01-08 16:17;Negative;Kampanye Anies Baswedan di Universitas Hazairin Bengkulu Langgar Aturan
2024-01-08 10:45;Positive;Edy Rahmayadi: yang Beriman Pilih Anies
2024-01-08 10:23;Negative;Prabowo Soal Tak Bersalaman dengan Anies Baswedan : Dia Ngak Datang ke Saya
2024-01-08 09:07;Negative;Kata Anies dan Prabowo soal Tak Salaman Usai Debat Panas
2024-01-08 07:21;Positive;Edy Sebut Anies Lebih Unggul dari Prabowo-Ganjar di Debat Ketiga
2024-01-08 00:13;Positive;Gelar Profesor Anies Dibawa-bawa Prabowo di Debat, Sampai 4 Kali
2024-01-07 23:44;Negative;Momen Prabowo Potong Omongan Anies
2024-01-07 20:20;Positive;Keluarga Besar NU Deklarasi Dukung AMIN, Cak Imin Bangga
2024-01-07 19:11;Positive;Jelang Debat Capres, Anies Baswedan: Mudah-mudahan Seru
2024-01-07 19:02;Positive;Cerita Cak Imin 4 Kali Menang Pilpres, Usung SBY hingga Jokowi
2024-01-07 17:47;Positive;Cak Imin Juga Akan Nazar Pemilu tapi Masih Rahasia
2024-01-07 13:36;Positive;Anies Dijadwalkan Ziarah ke Makam Nani Wartabone di Gorontalo 8 Januari
2024-01-07 10:03;Positive;"Jubir Sebut Anies Kuasai Tema Debat: Paslon Lain Perlu Keluarkan Energi Ekstra
Debat capres 2024 ketiga bertema pertahanan hingga keamanan. Timnas Anies Baswedan-Muhaimin Iskandar (AMIN) yakin Anies menguasai tema."
2024-01-07 09:42;Negative;Pengawalan Ditingkat Timnas AMIN Usai Anies Tertampar Saat Kampanye
2024-01-07 01:49;Positive;Cak Imin Bakal Dampingi Anies dari Awal sampai Selesai Debat
2024-01-07 00:32;Positive;Cak Imin soal Wacana Impor Sapi Prabowo: Jangan Untungkan Importir
2024-01-07 00:09;Positive;Cak Imin Jenguk Warga Sakit Saraf Kaki di Mojokerto, Beri Bantuan Pengobatan
2024-01-06 16:45;Positive;Tim AMIN Yakin Anies Unggul di Debat Ketiga: Wawasannya Luas
2024-01-06 13:50;Negative;Momen Kiky Saputri dan Ate Roasting Anies-Cak Imin
2024-01-06 13:32;Positive;Momen Anies-Cak Imin Jajal Kacamata Sahroni di Acara Resolusi Indonesia
2024-01-06 13:01;Positive;Timnas Anies-Cak Imin Luncurkan AMIN App
2024-01-06 12:12;Negative;Anies Baswedan : Penerima Beasiswa LN Harus Berkontribusi Meski Tak Pulang
2024-01-06 12:12;Positive;Menengok Persiapan Anies vs Prabowo vs Ganjar Jelang Debat Pertahanan
2024-01-06 03:05;Negative;Anies Singgung JIS Tergenang saat Pildun U-17: Jangan Main-main Sama Rumput
2024-01-06 01:24;Positive;Deretan Spanduk Dukung AMIN Nempel di Pohon Jakarta Utara
2024-01-06 01:11;Positive;Kacamata Anies Jatuh saat Kampanye, Timnas AMIN: Relawan Antusias Mau Peluk
2024-01-06 01:06;Negative;"Respons Anies soal Jokowi Dinner Bareng Prabowo: Kan Menteri dengan Presiden.
Calon presiden nomor urut 1 Anies Baswedan menyampaikan orasi politiknya pada kampanye gerak bersama jangkau semua"
2024-01-06 00:30;Negative;"Respons Anies soal Jokowi Dinner Bareng Prabowo: Kan Menteri dengan Presiden.
Anies memandang pertemuan antara presiden dan menterinya merupakan hal lumrah. Ia pun tak mempermasalahkan pertemuan tersebut."
2024-01-05 17:37;Negative;LSI Sebut Prabowo-Gibran Unggul di Jawa Timur, Anies-Muhaimin Hanya 16,2 Persen
2024-01-05 17:16;Positive;Cak Imin Berduka Atas Tabrakan 2 KA di Bandung, Minta Keamanan Jadi Prioritas
2024-01-05 16:32;Negative;Hasil Survei Politika Terbaru: Prabowo 42,4%, Ganjar dan Anies Saling Pepet
2024-01-05 15:46;Positive;Anies Tak Masalah 2 Panelis Debat Pilpres dari Unhan: Hadapi Saja
2024-01-05 15:13;Negative;Viral Anies Baswedan Dipeluk-Dicium Paksa Simpatisan hingga Peci Jatuh
2024-01-05 14:41;Positive;Sambangi Pasar Kulit Garut, Cak Imin Belikan Ini untuk Anies Agar Tak Panas
2024-01-05 12:31;Negative;Cak Imin Protes, Anies Woles Saja
2024-01-05 12:00;Positive;Kampanye di Ciamis, Anies Disambut Antusias Santri-Diteriaki Presiden
